Date : 2025-04-20 23:09:23
Directory : c:\Users\renren\Desktop\tonoreader\lib
Total : 208 files,  -54159 codes, -2247 comments, -4657 blanks, all -61063 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| ..\android\app\.cxx\Debug\1p5l685v\x86_64 (Files)                                                                                                                |          3 |        -52 |          0 |          0 |        -52 |
| ..\android\app\.cxx\Debug\1p5l685v\x86_64\.cmake                                                                                                                 |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\1p5l685v\x86_64\.cmake\api                                                                                                             |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\1p5l685v\x86_64\.cmake\api\v1                                                                                                          |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\1p5l685v\x86_64\.cmake\api\v1\reply                                                                                                    |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\1p5l685v\x86_64\CMakeFiles                                                                                                             |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\1p5l685v\x86_64\CMakeFiles\3.22.1-g37088a8-dirty                                                                                       |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\1p5l685v\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC                                                                           |          1 |       -610 |        -62 |       -132 |       -804 |
| ..\android\app\.cxx\Debug\1p5l685v\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX                                                                         |          1 |       -598 |        -64 |       -130 |       -792 |
| ..\android\app\.cxx\Debug\3f3a12l6                                                                                                                               |         40 |    -11,760 |       -504 |     -1,068 |    -13,332 |
| ..\android\app\.cxx\Debug\3f3a12l6\arm64-v8a                                                                                                                     |         10 |     -2,940 |       -126 |       -267 |     -3,333 |
| ..\android\app\.cxx\Debug\3f3a12l6\arm64-v8a (Files)                                                                                                             |          3 |        -52 |          0 |          0 |        -52 |
| ..\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\.cmake                                                                                                              |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\.cmake\api                                                                                                          |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\.cmake\api\v1                                                                                                       |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\.cmake\api\v1\reply                                                                                                 |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\CMakeFiles                                                                                                          |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\CMakeFiles\3.22.1-g37088a8                                                                                          |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\CMakeFiles\3.22.1-g37088a8\CompilerIdC                                                                              |          1 |       -610 |        -62 |       -132 |       -804 |
| ..\android\app\.cxx\Debug\3f3a12l6\arm64-v8a\CMakeFiles\3.22.1-g37088a8\CompilerIdCXX                                                                            |          1 |       -598 |        -64 |       -130 |       -792 |
| ..\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a                                                                                                                   |         10 |     -2,940 |       -126 |       -267 |     -3,333 |
| ..\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a (Files)                                                                                                           |          3 |        -52 |          0 |          0 |        -52 |
| ..\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\.cmake                                                                                                            |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\.cmake\api                                                                                                        |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\.cmake\api\v1                                                                                                     |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\.cmake\api\v1\reply                                                                                               |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\CMakeFiles                                                                                                        |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\CMakeFiles\3.22.1-g37088a8                                                                                        |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\CMakeFiles\3.22.1-g37088a8\CompilerIdC                                                                            |          1 |       -610 |        -62 |       -132 |       -804 |
| ..\android\app\.cxx\Debug\3f3a12l6\armeabi-v7a\CMakeFiles\3.22.1-g37088a8\CompilerIdCXX                                                                          |          1 |       -598 |        -64 |       -130 |       -792 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86                                                                                                                           |         10 |     -2,940 |       -126 |       -267 |     -3,333 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86 (Files)                                                                                                                   |          3 |        -52 |          0 |          0 |        -52 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86\.cmake                                                                                                                    |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86\.cmake\api                                                                                                                |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86\.cmake\api\v1                                                                                                             |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86\.cmake\api\v1\reply                                                                                                       |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86\CMakeFiles                                                                                                                |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86\CMakeFiles\3.22.1-g37088a8                                                                                                |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86\CMakeFiles\3.22.1-g37088a8\CompilerIdC                                                                                    |          1 |       -610 |        -62 |       -132 |       -804 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86\CMakeFiles\3.22.1-g37088a8\CompilerIdCXX                                                                                  |          1 |       -598 |        -64 |       -130 |       -792 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86_64                                                                                                                        |         10 |     -2,940 |       -126 |       -267 |     -3,333 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86_64 (Files)                                                                                                                |          3 |        -52 |          0 |          0 |        -52 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86_64\.cmake                                                                                                                 |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86_64\.cmake\api                                                                                                             |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86_64\.cmake\api\v1                                                                                                          |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86_64\.cmake\api\v1\reply                                                                                                    |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86_64\CMakeFiles                                                                                                             |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86_64\CMakeFiles\3.22.1-g37088a8                                                                                             |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86_64\CMakeFiles\3.22.1-g37088a8\CompilerIdC                                                                                 |          1 |       -610 |        -62 |       -132 |       -804 |
| ..\android\app\.cxx\Debug\3f3a12l6\x86_64\CMakeFiles\3.22.1-g37088a8\CompilerIdCXX                                                                               |          1 |       -598 |        -64 |       -130 |       -792 |
| ..\android\app\.cxx\Debug\s6f3m2v2                                                                                                                               |         40 |    -14,300 |       -504 |     -1,068 |    -15,872 |
| ..\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a                                                                                                                     |         10 |     -3,575 |       -126 |       -267 |     -3,968 |
| ..\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a (Files)                                                                                                             |          3 |        -52 |          0 |          0 |        -52 |
| ..\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\.cmake                                                                                                              |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\.cmake\api                                                                                                          |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\.cmake\api\v1                                                                                                       |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\.cmake\api\v1\reply                                                                                                 |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\CMakeFiles                                                                                                          |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty                                                                                    |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC                                                                        |          1 |       -610 |        -62 |       -132 |       -804 |
| ..\android\app\.cxx\Debug\s6f3m2v2\arm64-v8a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX                                                                      |          1 |       -598 |        -64 |       -130 |       -792 |
| ..\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a                                                                                                                   |         10 |     -3,575 |       -126 |       -267 |     -3,968 |
| ..\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a (Files)                                                                                                           |          3 |        -52 |          0 |          0 |        -52 |
| ..\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\.cmake                                                                                                            |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\.cmake\api                                                                                                        |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\.cmake\api\v1                                                                                                     |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\.cmake\api\v1\reply                                                                                               |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\CMakeFiles                                                                                                        |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty                                                                                  |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC                                                                      |          1 |       -610 |        -62 |       -132 |       -804 |
| ..\android\app\.cxx\Debug\s6f3m2v2\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX                                                                    |          1 |       -598 |        -64 |       -130 |       -792 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86                                                                                                                           |         10 |     -3,575 |       -126 |       -267 |     -3,968 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86 (Files)                                                                                                                   |          3 |        -52 |          0 |          0 |        -52 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86\.cmake                                                                                                                    |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86\.cmake\api                                                                                                                |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86\.cmake\api\v1                                                                                                             |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86\.cmake\api\v1\reply                                                                                                       |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86\CMakeFiles                                                                                                                |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86\CMakeFiles\3.22.1-g37088a8-dirty                                                                                          |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC                                                                              |          1 |       -610 |        -62 |       -132 |       -804 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX                                                                            |          1 |       -598 |        -64 |       -130 |       -792 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86_64                                                                                                                        |         10 |     -3,575 |       -126 |       -267 |     -3,968 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86_64 (Files)                                                                                                                |          3 |        -52 |          0 |          0 |        -52 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86_64\.cmake                                                                                                                 |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86_64\.cmake\api                                                                                                             |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86_64\.cmake\api\v1                                                                                                          |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86_64\.cmake\api\v1\reply                                                                                                    |          5 |     -2,315 |          0 |         -5 |     -2,320 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86_64\CMakeFiles                                                                                                             |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86_64\CMakeFiles\3.22.1-g37088a8-dirty                                                                                       |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC                                                                           |          1 |       -610 |        -62 |       -132 |       -804 |
| ..\android\app\.cxx\Debug\s6f3m2v2\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX                                                                         |          1 |       -598 |        -64 |       -130 |       -792 |
| ..\android\app\.cxx\RelWithDebInfo                                                                                                                               |         40 |    -11,760 |       -504 |     -1,068 |    -13,332 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g                                                                                                                      |         40 |    -11,760 |       -504 |     -1,068 |    -13,332 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a                                                                                                            |         10 |     -2,940 |       -126 |       -267 |     -3,333 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a (Files)                                                                                                    |          3 |        -52 |          0 |          0 |        -52 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\.cmake                                                                                                     |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\.cmake\api                                                                                                 |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\.cmake\api\v1                                                                                              |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\.cmake\api\v1\reply                                                                                        |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\CMakeFiles                                                                                                 |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\CMakeFiles\3.22.1-g37088a8                                                                                 |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\CMakeFiles\3.22.1-g37088a8\CompilerIdC                                                                     |          1 |       -610 |        -62 |       -132 |       -804 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\CMakeFiles\3.22.1-g37088a8\CompilerIdCXX                                                                   |          1 |       -598 |        -64 |       -130 |       -792 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a                                                                                                          |         10 |     -2,940 |       -126 |       -267 |     -3,333 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a (Files)                                                                                                  |          3 |        -52 |          0 |          0 |        -52 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\.cmake                                                                                                   |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\.cmake\api                                                                                               |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\.cmake\api\v1                                                                                            |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\.cmake\api\v1\reply                                                                                      |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\CMakeFiles                                                                                               |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\CMakeFiles\3.22.1-g37088a8                                                                               |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\CMakeFiles\3.22.1-g37088a8\CompilerIdC                                                                   |          1 |       -610 |        -62 |       -132 |       -804 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\CMakeFiles\3.22.1-g37088a8\CompilerIdCXX                                                                 |          1 |       -598 |        -64 |       -130 |       -792 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86                                                                                                                  |         10 |     -2,940 |       -126 |       -267 |     -3,333 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86 (Files)                                                                                                          |          3 |        -52 |          0 |          0 |        -52 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\.cmake                                                                                                           |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\.cmake\api                                                                                                       |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\.cmake\api\v1                                                                                                    |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\.cmake\api\v1\reply                                                                                              |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\CMakeFiles                                                                                                       |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\CMakeFiles\3.22.1-g37088a8                                                                                       |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\CMakeFiles\3.22.1-g37088a8\CompilerIdC                                                                           |          1 |       -610 |        -62 |       -132 |       -804 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\CMakeFiles\3.22.1-g37088a8\CompilerIdCXX                                                                         |          1 |       -598 |        -64 |       -130 |       -792 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64                                                                                                               |         10 |     -2,940 |       -126 |       -267 |     -3,333 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64 (Files)                                                                                                       |          3 |        -52 |          0 |          0 |        -52 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\.cmake                                                                                                        |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\.cmake\api                                                                                                    |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\.cmake\api\v1                                                                                                 |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\.cmake\api\v1\reply                                                                                           |          5 |     -1,680 |          0 |         -5 |     -1,685 |
| ..\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\CMakeFiles                                                                                                    |          2 |     -1,208 |       -126 |       -262 |     -1,596 |
