Date : 2025-04-20 23:09:23
Directory : c:\Users\renren\Desktop\tonoreader\lib
Total : 208 files,  -54159 codes, -2247 comments, -4657 blanks, all -61063 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c                           | C          |       -610 |        -62 |       -132 |       -804 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86\android_gradle_build.json                                                                 | JSON       |        -28 |          0 |          0 |        -28 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86\android_gradle_build_mini.json                                                            | JSON       |        -20 |          0 |          0 |        -20 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86\prefab_config.json                                                                        | JSON       |         -4 |          0 |          0 |         -4 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86_64\.cmake\api\v1\reply\cache-v2-907ff6f9473c3ea238d4.json                                 | JSON       |     -1,367 |          0 |         -1 |     -1,368 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86_64\.cmake\api\v1\reply\cmakeFiles-v1-9d49dcf6e2c3017150bb.json                            | JSON       |       -799 |          0 |         -1 |       -800 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86_64\.cmake\api\v1\reply\codemodel-v2-aa92b26ef38d90fa1639.json                             | JSON       |        -43 |          0 |         -1 |        -44 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86_64\.cmake\api\v1\reply\directory-.-Debug-d0094a50bb2071803777.json                        | JSON       |        -14 |          0 |         -1 |        -15 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86_64\.cmake\api\v1\reply\index-2025-04-07T08-40-09-0884.json                                | JSON       |        -92 |          0 |         -1 |        -93 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp                  | C++        |       -598 |        -64 |       -130 |       -792 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c                        | C          |       -610 |        -62 |       -132 |       -804 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86_64\android_gradle_build.json                                                              | JSON       |        -28 |          0 |          0 |        -28 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86_64\android_gradle_build_mini.json                                                         | JSON       |        -20 |          0 |          0 |        -20 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\Debug\s6f3m2v2\x86_64\prefab_config.json                                                                     | JSON       |         -4 |          0 |          0 |         -4 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\.cmake\api\v1\reply\cache-v2-027a2c4f9edc95f9b0c3.json                     | JSON       |     -1,347 |          0 |         -1 |     -1,348 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\.cmake\api\v1\reply\cmakeFiles-v1-508add78e3c8e7623175.json                | JSON       |       -184 |          0 |         -1 |       -185 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\.cmake\api\v1\reply\codemodel-v2-c1276b836aff898b3fb9.json                 | JSON       |        -43 |          0 |         -1 |        -44 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\.cmake\api\v1\reply\directory-.-RelWithDebInfo-f5ebdc15457944623624.json   | JSON       |        -14 |          0 |         -1 |        -15 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\.cmake\api\v1\reply\index-2025-03-19T10-01-59-0651.json                    | JSON       |        -92 |          0 |         -1 |        -93 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\CMakeFiles\3.22.1-g37088a8\CompilerIdCXX\CMakeCXXCompilerId.cpp            | C++        |       -598 |        -64 |       -130 |       -792 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\CMakeFiles\3.22.1-g37088a8\CompilerIdC\CMakeCCompilerId.c                  | C          |       -610 |        -62 |       -132 |       -804 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\android_gradle_build.json                                                  | JSON       |        -28 |          0 |          0 |        -28 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\android_gradle_build_mini.json                                             | JSON       |        -20 |          0 |          0 |        -20 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\arm64-v8a\prefab_config.json                                                         | JSON       |         -4 |          0 |          0 |         -4 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\.cmake\api\v1\reply\cache-v2-6514b2d8007078d5d7b6.json                   | JSON       |     -1,347 |          0 |         -1 |     -1,348 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\.cmake\api\v1\reply\cmakeFiles-v1-572e5a9ce12a481acaed.json              | JSON       |       -184 |          0 |         -1 |       -185 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\.cmake\api\v1\reply\codemodel-v2-8dacc062e735ffb1b23a.json               | JSON       |        -43 |          0 |         -1 |        -44 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\.cmake\api\v1\reply\directory-.-RelWithDebInfo-f5ebdc15457944623624.json | JSON       |        -14 |          0 |         -1 |        -15 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\.cmake\api\v1\reply\index-2025-03-19T10-01-59-0703.json                  | JSON       |        -92 |          0 |         -1 |        -93 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\CMakeFiles\3.22.1-g37088a8\CompilerIdCXX\CMakeCXXCompilerId.cpp          | C++        |       -598 |        -64 |       -130 |       -792 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\CMakeFiles\3.22.1-g37088a8\CompilerIdC\CMakeCCompilerId.c                | C          |       -610 |        -62 |       -132 |       -804 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\android_gradle_build.json                                                | JSON       |        -28 |          0 |          0 |        -28 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\android_gradle_build_mini.json                                           | JSON       |        -20 |          0 |          0 |        -20 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\armeabi-v7a\prefab_config.json                                                       | JSON       |         -4 |          0 |          0 |         -4 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\.cmake\api\v1\reply\cache-v2-f0700d8fd5f06379d4f1.json                           | JSON       |     -1,347 |          0 |         -1 |     -1,348 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\.cmake\api\v1\reply\cmakeFiles-v1-ed430b931615ad60a0fc.json                      | JSON       |       -184 |          0 |         -1 |       -185 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\.cmake\api\v1\reply\codemodel-v2-7c6492baf4bcf851c8c8.json                       | JSON       |        -43 |          0 |         -1 |        -44 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\.cmake\api\v1\reply\directory-.-RelWithDebInfo-f5ebdc15457944623624.json         | JSON       |        -14 |          0 |         -1 |        -15 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\.cmake\api\v1\reply\index-2025-03-19T10-01-59-0730.json                          | JSON       |        -92 |          0 |         -1 |        -93 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\CMakeFiles\3.22.1-g37088a8\CompilerIdCXX\CMakeCXXCompilerId.cpp                  | C++        |       -598 |        -64 |       -130 |       -792 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\CMakeFiles\3.22.1-g37088a8\CompilerIdC\CMakeCCompilerId.c                        | C          |       -610 |        -62 |       -132 |       -804 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\android_gradle_build.json                                                        | JSON       |        -28 |          0 |          0 |        -28 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\android_gradle_build_mini.json                                                   | JSON       |        -20 |          0 |          0 |        -20 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86\prefab_config.json                                                               | JSON       |         -4 |          0 |          0 |         -4 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\.cmake\api\v1\reply\cache-v2-66f87d90c45df0f86ce9.json                        | JSON       |     -1,347 |          0 |         -1 |     -1,348 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\.cmake\api\v1\reply\cmakeFiles-v1-2af0d9daac1d2920ee7c.json                   | JSON       |       -184 |          0 |         -1 |       -185 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\.cmake\api\v1\reply\codemodel-v2-e5de19175348b67d5ee3.json                    | JSON       |        -43 |          0 |         -1 |        -44 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\.cmake\api\v1\reply\directory-.-RelWithDebInfo-f5ebdc15457944623624.json      | JSON       |        -14 |          0 |         -1 |        -15 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\.cmake\api\v1\reply\index-2025-03-19T10-01-59-0759.json                       | JSON       |        -92 |          0 |         -1 |        -93 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\CMakeFiles\3.22.1-g37088a8\CompilerIdCXX\CMakeCXXCompilerId.cpp               | C++        |       -598 |        -64 |       -130 |       -792 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\CMakeFiles\3.22.1-g37088a8\CompilerIdC\CMakeCCompilerId.c                     | C          |       -610 |        -62 |       -132 |       -804 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\android_gradle_build.json                                                     | JSON       |        -28 |          0 |          0 |        -28 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\android_gradle_build_mini.json                                                | JSON       |        -20 |          0 |          0 |        -20 |
| c:\Users\renren\Desktop\tonoreader\android\app\.cxx\RelWithDebInfo\674b2b2g\x86_64\prefab_config.json                                                            | JSON       |         -4 |          0 |          0 |         -4 |
| c:\Users\renren\Desktop\tonoreader\android\app\build.gradle                                                                                                      | Groovy     |        -45 |          0 |         -8 |        -53 |
| c:\Users\renren\Desktop\tonoreader\android\app\src\debug\AndroidManifest.xml                                                                                     | XML        |         -3 |         -4 |         -1 |         -8 |
| c:\Users\renren\Desktop\tonoreader\android\app\src\main\AndroidManifest.xml                                                                                      | XML        |        -34 |        -11 |         -1 |        -46 |
| c:\Users\renren\Desktop\tonoreader\android\app\src\main\res\drawable-v21\launch_background.xml                                                                   | XML        |         -4 |         -7 |         -2 |        -13 |
| c:\Users\renren\Desktop\tonoreader\android\app\src\main\res\drawable\launch_background.xml                                                                       | XML        |         -4 |         -7 |         -2 |        -13 |
| c:\Users\renren\Desktop\tonoreader\android\app\src\main\res\values-night\styles.xml                                                                              | XML        |         -9 |         -9 |         -1 |        -19 |
| c:\Users\renren\Desktop\tonoreader\android\app\src\main\res\values\styles.xml                                                                                    | XML        |         -9 |         -9 |         -1 |        -19 |
| c:\Users\renren\Desktop\tonoreader\android\app\src\profile\AndroidManifest.xml                                                                                   | XML        |         -3 |         -4 |         -1 |         -8 |
| c:\Users\renren\Desktop\tonoreader\android\build.gradle                                                                                                          | Groovy     |        -16 |          0 |         -3 |        -19 |
| c:\Users\renren\Desktop\tonoreader\android\build\reports\problems\problems-report.html                                                                           | HTML       |       -548 |         -2 |       -114 |       -664 |
| c:\Users\renren\Desktop\tonoreader\android\gradle.properties                                                                                                     | Properties |         -5 |          0 |         -1 |         -6 |
| c:\Users\renren\Desktop\tonoreader\android\gradle\wrapper\gradle-wrapper.properties                                                                              | Properties |         -5 |          0 |         -1 |         -6 |
| c:\Users\renren\Desktop\tonoreader\android\settings.gradle                                                                                                       | Groovy     |        -21 |          0 |         -5 |        -26 |
| c:\Users\renren\Desktop\tonoreader\ios\RunnerTests\RunnerTests.swift                                                                                             | Swift      |         -7 |         -2 |         -4 |        -13 |
| c:\Users\renren\Desktop\tonoreader\ios\Runner\AppDelegate.swift                                                                                                  | Swift      |        -12 |          0 |         -2 |        -14 |
| c:\Users\renren\Desktop\tonoreader\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json                                                                   | JSON       |       -122 |          0 |         -1 |       -123 |
| c:\Users\renren\Desktop\tonoreader\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json                                                                 | JSON       |        -23 |          0 |         -1 |        -24 |
| c:\Users\renren\Desktop\tonoreader\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md                                                                     | Markdown   |         -3 |          0 |         -2 |         -5 |
| c:\Users\renren\Desktop\tonoreader\ios\Runner\Base.lproj\LaunchScreen.storyboard                                                                                 | XML        |        -36 |         -1 |         -1 |        -38 |
| c:\Users\renren\Desktop\tonoreader\ios\Runner\Base.lproj\Main.storyboard                                                                                         | XML        |        -25 |         -1 |         -1 |        -27 |
| c:\Users\renren\Desktop\tonoreader\ios\Runner\Runner-Bridging-Header.h                                                                                           | C++        |         -1 |          0 |         -1 |         -2 |
| c:\Users\renren\Desktop\tonoreader\linux\flutter\generated_plugin_registrant.cc                                                                                  | C++        |         -3 |         -4 |         -5 |        -12 |
| c:\Users\renren\Desktop\tonoreader\linux\flutter\generated_plugin_registrant.h                                                                                   | C++        |         -5 |         -5 |         -6 |        -16 |
| c:\Users\renren\Desktop\tonoreader\linux\runner\main.cc                                                                                                          | C++        |         -5 |          0 |         -2 |         -7 |
| c:\Users\renren\Desktop\tonoreader\linux\runner\my_application.cc                                                                                                | C++        |        -83 |        -21 |        -27 |       -131 |
| c:\Users\renren\Desktop\tonoreader\linux\runner\my_application.h                                                                                                 | C++        |         -7 |         -7 |         -5 |        -19 |
| c:\Users\renren\Desktop\tonoreader\macos\Flutter\GeneratedPluginRegistrant.swift                                                                                 | Swift      |        -10 |         -3 |         -4 |        -17 |
| c:\Users\renren\Desktop\tonoreader\macos\RunnerTests\RunnerTests.swift                                                                                           | Swift      |         -7 |         -2 |         -4 |        -13 |
| c:\Users\renren\Desktop\tonoreader\macos\Runner\AppDelegate.swift                                                                                                | Swift      |        -11 |          0 |         -3 |        -14 |
| c:\Users\renren\Desktop\tonoreader\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json                                                                 | JSON       |        -68 |          0 |         -1 |        -69 |
| c:\Users\renren\Desktop\tonoreader\macos\Runner\Base.lproj\MainMenu.xib                                                                                          | XML        |       -343 |          0 |         -1 |       -344 |
| c:\Users\renren\Desktop\tonoreader\macos\Runner\MainFlutterWindow.swift                                                                                          | Swift      |        -12 |          0 |         -4 |        -16 |
| c:\Users\renren\Desktop\tonoreader\pubspec.yaml                                                                                                                  | YAML       |        -32 |          0 |         -7 |        -39 |
| c:\Users\renren\Desktop\tonoreader\test\widget_test.dart                                                                                                         | Dart       |        -15 |         -1 |         -2 |        -18 |
| c:\Users\renren\Desktop\tonoreader\web\index.html                                                                                                                | HTML       |        -19 |        -15 |         -5 |        -39 |
| c:\Users\renren\Desktop\tonoreader\web\manifest.json                                                                                                             | JSON       |        -35 |          0 |         -1 |        -36 |
| c:\Users\renren\Desktop\tonoreader\windows\flutter\generated_plugin_registrant.cc                                                                                | C++        |         -3 |         -4 |         -5 |        -12 |
| c:\Users\renren\Desktop\tonoreader\windows\flutter\generated_plugin_registrant.h                                                                                 | C++        |         -5 |         -5 |         -6 |        -16 |
| c:\Users\renren\Desktop\tonoreader\windows\runner\flutter_window.cpp                                                                                             | C++        |        -49 |         -7 |        -16 |        -72 |
| c:\Users\renren\Desktop\tonoreader\windows\runner\flutter_window.h                                                                                               | C++        |        -20 |         -5 |         -9 |        -34 |
| c:\Users\renren\Desktop\tonoreader\windows\runner\main.cpp                                                                                                       | C++        |        -30 |         -4 |        -10 |        -44 |
| c:\Users\renren\Desktop\tonoreader\windows\runner\resource.h                                                                                                     | C++        |         -9 |         -6 |         -2 |        -17 |
| c:\Users\renren\Desktop\tonoreader\windows\runner\utils.cpp                                                                                                      | C++        |        -54 |         -2 |        -10 |        -66 |
| c:\Users\renren\Desktop\tonoreader\windows\runner\utils.h                                                                                                        | C++        |         -8 |         -6 |         -6 |        -20 |
| c:\Users\renren\Desktop\tonoreader\windows\runner\win32_window.cpp                                                                                               | C++        |       -210 |        -24 |        -55 |       -289 |
| c:\Users\renren\Desktop\tonoreader\windows\runner\win32_window.h                                                                                                 | C++        |        -48 |        -31 |        -24 |       -103 |
| Total                                                                                                                                                            |            |    -54,159 |     -2,247 |     -4,657 |    -61,063 |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
